Antenna Offset from Bow,Antenna Offset from Port,Beam,Builder,Call Sign,Cargo Type,Class Society,COG,Beneficial Owner,Deadweight,Destination,Design Draft,Draft Present Load,ETA,Fishing Number,Flag,Gross Tonnage,Heading,IMO Number,Last Port of Call,Latitude,Length,Longitude,MMSI,Name,Navigation Status,Official Number,Operator,Registered Owner,P And I Club,Port Of Registry,Propulsion Type,Sat Com,Sat Com Ansbk Code,Ship Type,Speed,Status,Sub Status,Subtype,Time of Fix (formatted),Time of Fix (s since 1970),Vessel Type,Year Built,Design Speed,Double Hull
62,8,16,null,HOYH,0-AllShips,null,303.1,null,null,,null,0,0,null,null,null,68.2,8223488,ZHOUSHAN,29.988798,85,122.135338,370981000,Angel I,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2021-04-26T05:50:37.000Z""",1619416237,7-Cargo,null,null,null
29,22,22,null,3FJE9,0-AllShips,null,21.9,null,null,Usglc,null,7.5,9140300,null,null,null,16,9063653,PHILADELPHIA,39.90564,138,-75.126602,352610000,Marbella Carrier,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-09-14T21:08:54.000Z""",1631653734,7-Cargo,null,null,null
0.5,0.5,1,Izutsu,,Unknown,Flag authority,128.8,Japan,500,,3.9,0,0,null,Japan,399,1,0,null,34.616658,1,135.430108,431008347,Daishimaru No.11,0-Underway(Engine),142678,Nagashima YK,  Unknown,Unknown,"Numazu, Shizuoka","Propeller : Yes, Type Unknown",null,null,null,12.8,S,In Service/Commission,Fish Carrier,"""2022-07-15T07:10:10.000Z""",1657869010,0-Unknown,10/03/2016,0,SH
null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,117,null,null,22.613662,null,120.287343,636014563,null,1-AtAnchor,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-04-15T21:41:44.000Z""",1650058904,null,null,null,null
0,0,0,null,YBA4067,0-AllShips,null,102,null,null,,null,0,0,null,null,null,102,0,null,-6.667098,0,97.245793,525600916,Km United Xvii,15-NotDefined,null,null,null,null,null,null,null,null,null,4.5,null,null,null,"""2022-11-11T09:28:27.000Z""",1668158907,30-Fishing,null,null,null
117,5,22,Shikoku Dockyard,C6ET9,9-NoInfo,Registro Italiano Navale,70.8,Sweden,10621,Ru Led>>tz Dar,9.07,8,11160600,null,Bahamas,10402,72,9038488,PUERTO MARITIMO DE GUAYAQUIL,12.496127,150,47.061053,311001000,Baltic Patriot,0-Underway(Engine),null,Cool Carriers AB,  Unknown,Ingosstrakh Insurance,Nassau,Propeller : Fixed Pitch,null,null,null,18.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T13:03:37.000Z""",1668171817,7-Cargo,18/07/1992,20.1,null
17,3,6,Maritime Shipyards Seattle,WDC9920,0-AllShips,null,189.6,United States of America,null,,null,0,0,null,United States Of America,197,189.6,0,PETERSBURG,56.347727,25,-134.604427,367108420,Afognak,15-NotDefined,271628,Afognak LLC,  Unknown,Unknown,"Port Alexander, AK",Propeller : Fixed Pitch,null,null,null,8.5,S,In Service/Commission,Fishing Vessel,"""2022-09-28T14:46:56.000Z""",1664376416,30-Fishing,null,0,SH
140,17,26,Shikoku Dockyard,9V9357,0-AllShips,Nippon Kaiji Kyokai,20,Singapore,13107,Pactb > Ruled,9.72,9.8,11140500,null,Singapore,14194,21,9350989,PUERTO CRISTOBAL,56.335367,162,7.279917,566006000,Cs Best,0-Underway(Engine),396963,Star Reefers Pool Inc,Grace Ocean Pte Ltd,Japan P&I Club,Singapore,Propeller : Fixed Pitch,null,null,null,19,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:32:56.000Z""",1668184376,7-Cargo,20/12/2006,22,null
22,4,6,Daishan Gaoting Shipyard,10213,0-AllShips,null,0,China,null,,2.3,0,0,null,"China, People's Republic Of",232,0,0,null,30.24925,33,122.27866,412426549,Zhedaiyu10213,15-NotDefined,null,Zhoushan Donghong Seafood,  Unknown,Unknown,"Zhoushan, Zhejiang","Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-02-01T19:23:40.000Z""",1643743420,30-Fishing,null,0,SH
0,0,0,Guangzhou Fishing Vessel SY,BVRL7,0-AllShips,null,295.1,China,576,Ning De,3.5,0,10080900,null,"China, People's Republic Of",490,255,8833673,XIAMEN,14.84062,0,61.26335,413700050,Feng Hai 58,2-NotUnderCmd,null,Fuzhou Haisheng Shipping Co,  Unknown,Unknown,"Fuzhou, Fujian",Propeller : Fixed Pitch,null,null,null,3.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2021-06-23T02:02:02.000Z""",1624413722,30-Fishing,null,11.5,null
0,0,0,Liong Amat,YE5554,0-AllShips,null,234.5,Indonesia,null,,1.905,0,0,null,Indonesia,108,152.7,0,BITUNG,1.449737,0,125.209323,525600218,Mekargloriaindah,15-NotDefined,null,Bintang Mandiri Bersaudara PT,  Unknown,Unknown,Semarang,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-06-05T16:44:48.000Z""",1654447488,30-Fishing,null,0,null
75,10,16,Kitanihon,UBYW4,0-AllShips,Russian Maritime Register,304.2,Russia,4232,Ome,7.014,6.1,11091300,null,Russia,3461,32,8815009,ZARUBINO,59.151267,100,144.715983,273299190,Posyet,1-AtAnchor,null,Metelitsa Co Ltd,  Unknown,Korea P&I Club,Vladivostok,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T14:21:45.000Z""",1668176505,7-Cargo,07/02/1989,15.25,null
107,9,24,null,V7ZJ4,0-AllShips,null,254.4,null,null,Esalg,null,6.3,7061530,null,null,null,178,8706789,ALGER,36.124045,144,-5.417962,538004839,Ice Glacier,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-07-07T11:18:57.000Z""",1625656737,7-Cargo,null,null,null
63,8,13,null,3FRQ5,0-AllShips,null,182.8,null,null,Batam.indonesia,null,4.8,12011200,null,null,null,180,8221947,BANGKOK,1.122283,85,104.202317,374083000,Ps Reefer,0-Underway(Engine),null,null,null,null,null,null,null,null,null,10.7,null,null,null,"""2019-11-30T19:00:49.000Z""",1575140449,7-Cargo,null,null,null
85,9,17,null,9LU2195,0-AllShips,null,314.3,null,null,Mae Klong,null,4.9,5021200,null,null,null,309,8351675,KAO-HSIUNG,22.583392,100,120.248713,667001392,Cherry8,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0.5,null,null,null,"""2022-06-30T09:01:48.000Z""",1656579708,8-Tanker,null,null,null
0,0,0,null,YEC4296,0-AllShips,null,-1,null,null,,null,0,0,null,null,null,-1,0,AMBON,-4.520515,2,129.890855,525201770,Meteor Jaya,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-07-29T02:28:31.000Z""",1659061711,30-Fishing,null,null,null
135,12,24,Danyard A/S,C6LF8,0-AllShips,Bureau Veritas,30.9,Curacao,13981,Idsri,10.015,7.4,11121000,null,Bahamas,13077,32,9038323,DURBAN,-4.927118,158,117.497017,308315000,Autumn Stream,0-Underway(Engine),723118,Seatrade Reefer Chartering NV,Seatrade Groningen BV,North of England,Nassau                                ,Propeller : Fixed Pitch,430800198,GLUC,null,17.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:51:55.000Z""",1668181915,7-Cargo,09/10/1992,20.3,null
100,8,16,Kyokuyo Shipyard Corp,LYRT,0-AllShips,Polski Rejestr Statkow,67.9,Lithuania,5065,Cm Dla,6.9,6.8,11211400,null,Lithuania,4587,66,9009683,RIO GRANDE,-24.399903,120,-28.591272,277327000,Libra,0-Underway(Engine),746,Limarko Shipping Co AB,Limarko UAB,West of England,Klaipeda,Propeller : Fixed Pitch,null,null,Other Cargo Ship,12.6,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:24:09.000Z""",1668183849,7-Cargo,01/04/1991,17,null
70,6,13,null,9GRG,0-AllShips,null,29.5,null,null,Abidjan,null,5,1191030,null,null,null,68.8,9140102,ABIDJAN,5.288903,91,-4.015527,627084000,M/v Volta Victory,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-01-22T17:29:37.000Z""",1611336577,7-Cargo,null,null,null
151,21,29,Shin Kochi,3EWP6,0-AllShips,Nippon Kaiji Kyokai,180.6,Japan,33443,Au Pkl,9.826,9.2,11081300,null,Panama,21168,134,9711901,FREMANTLE,-34.462638,177,150.894333,372638000,Shikoku Island,5-Moored,4661815A,Baltnav A/S,Shin Doun Kisen Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Bulk Carrier,"""2022-11-11T16:38:48.000Z""",1668184728,7-Cargo,25/08/2014,14.3,DHE
46,8,18,null,J8B6154,0-AllShips,null,348.9,null,null,Bahia Chincui,null,2.5,11141500,null,null,null,348,9825996,PUERTO MONTT,-41.48545,93,-72.959333,377213000,Kotaix,1-AtAnchor,null,null,null,null,null,null,null,null,null,0.1,null,null,null,"""2021-12-02T13:36:06.000Z""",1638452166,6-Passenger,null,null,null
0,0,11,Ergun Gemi Sanayi,TC7221,0-AllShips,null,172.5,Turkey,253,,2.75,0,0,61Y11007,Turkey,279,351.4,0,EREGLI,41.886713,35,28.024555,271069011,Avci Baba-2,15-NotDefined,1455098,"Avci M,M&AA",  Unknown,Unknown,Trabzon,"Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T11:39:14.000Z""",1668166754,30-Fishing,null,0,SH
52,10,13,Baltiya,UHIO,9-NoInfo,Russian Maritime Register,11.5,Russia,944,Sea Of Japan,4.04,3.7,11090900,null,Russia,2392,323,8860559,OKHOTSK IY REYD,46.979647,85,141.395778,273820700,Primorye,2-NotUnderCmd,902254,Fishery Kolkhoz Primorets JSC,Fishery Kolkhoz Primorets JSC,Unknown,Nakhodka                              ,Propeller : Fixed Pitch,null,null,null,1.3,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T14:55:08.000Z""",1668178508,7-Cargo,null,11.3,SH
180,15,36,Mitsui Chiba Ichihara,3EYK5,0-AllShips,Nippon Kaiji Kyokai,114.4,Japan,69990,Callao,13.411,7.2,11140600,null,Panama,46295,115,9574860,LOS ANGELES,-6.218018,210,-88.849232,371129000,Finch Arrow,0-Underway(Engine),4496613,Gearbulk Pool Ltd,Shin Doun Kisen Co Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,Other Cargo Ship,12.6,S,In Service/Commission,General Cargo Ship,"""2022-11-11T16:02:16.000Z""",1668182536,7-Cargo,07/12/2012,14.5,DHE
0,0,0,Kidoura Shipyard Co Ltd,,0-AllShips,Flag authority,46.9,Japan,null,,4,0,0,null,Japan,380,46.9,0,KESENNUMA KO,39.71718,0,142.150188,431009923,Inarimaru No.78,15-NotDefined,142925,Hiroya Suisan KK,  Unknown,Unknown,"Kamisu, Ibaraki","Propeller : Yes, Type Unknown",null,null,null,13.3,S,In Service/Commission,Fishing Vessel,"""2022-11-11T16:39:41.000Z""",1668184781,30-Fishing,11/04/2017,0,SH
91,14,18,61 Kommunara,UCMP,0-AllShips,Russian Maritime Register,176.8,Russia,6947,Ru Bme,7.5,6.6,10302000,null,Russia,6964,283,9082178,PETROPAVLOVSK,63.025737,134,179.384597,273352570,Pyotr Ilichyov,1-AtAnchor,2166794D,V Lenin Collective Farm,V Lenin Collective Farm,Unknown,Petropavlovsk-Kamchatskiy,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T15:30:37.000Z""",1668180637,7-Cargo,null,15.7,null
0,0,0,null,YEA5577,0-AllShips,null,83.1,null,null,,null,0,0,null,null,null,83.1,0,JAKARTA,-5.114943,0,124.129152,525600953,Km Rejeki Jaya 18,15-NotDefined,null,null,null,null,null,null,null,null,null,5.7,null,null,null,"""2022-09-20T18:49:16.000Z""",1663699756,30-Fishing,null,null,null
65,6,16,Ningbo Beilun Kangda Shbldg,HO6669,0-AllShips,Zianlian Chuen,-1,China,1000,Abidjan,null,3,11280101,null,Panama,754,-1,8343159,PUSAN,5.265615,81,-4.026823,351350000,Zhe Pu 08528,5-Moored,52115PEXT,Fifth Engineering Co of CCCC,  Unknown,Unknown,Panama,"Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Deck Cargo Ship,"""2022-07-10T15:01:39.000Z""",1657465299,9-Other,null,0,null
92,15,17,Kitanihon,3E2495,0-AllShips,Nippon Kaiji Kyokai,189.8,Japan,4848,Mtmla,7.114,6,10171336,null,Panama,4902,65,9940693,VALLETTA HARBORS,36.00545,121,14.415242,352001478,Tuna Queen,1-AtAnchor,54903PEXT,United Japan Corp,United Japan Corp,Standard Club,Panama,Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:36:05.000Z""",1668184565,7-Cargo,14/01/2022,15,DHE
67,8,14,Fujian Changxing Shipbuilding,BZU4P,0-AllShips,null,312.5,China,null,Gong Hai,null,5.3,5101500,null,"China, People's Republic Of",2510,312.5,0,PUSAN,26.732747,92,119.734512,412440239,Fu Yuan Yu Leng 36,0-Underway(Engine),null,Fujian Changfeng Fishery Co,  Unknown,Unknown,"Fuzhou, Fujian","Propeller : Yes, Type Unknown",null,null,null,12.3,S,In Service/Commission,Fishing Vessel,"""2022-11-06T00:47:05.000Z""",1667695625,7-Cargo,null,0,SH
23,4,8,Nishii Dock Ise,6482203,Unknown,null,305.2,South Korea,214,,null,2.8,0,null,"Korea, South",236,305.2,8351340,WAKAMATSU,34.71865,33,129.592455,440143870,2010bosung,0-Underway(Engine),0911008-6482203,Kim D-K,  Unknown,Unknown,Tongyeong,Propeller : Fixed Pitch,null,null,null,9.5,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:06:23.000Z""",1668182783,0-Unknown,11/01/1983,0,SH
37,4,9,null,BQOK,0-AllShips,null,172.9,null,null,Yu  Huan,null,3.8,4220600,null,null,null,92,9279903,XIAMEN,24.430235,55,118.029615,413704430,Feng  Hai  66,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-07-10T03:51:14.000Z""",1625889074,7-Cargo,null,null,null
92,2,17,null,PJYS,0-AllShips,null,319.6,null,null,Port Louis,null,4.1,11290330,null,null,null,129,9120217,PORT LOUIS,-20.148542,118,57.488695,306872000,Sierra Loba,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2019-12-03T06:08:47.000Z""",1575353327,7-Cargo,null,null,null
122,13,20,Bodewes Volharding Bv,LAWR,0-AllShips,Det Norske Veritas,207.5,Norway,8664,Montevideo Uy,7.05,6.4,9271200,N-75-VV,Norway,9623,338,9160358,MONTEVIDEO,-34.898927,134,-56.201327,258139000,Antarctic Sea,5-Moored,null,Aker Biomarine Antarctic AS,The Resource Group TRG AS,British Marine,Svolvaer,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Factory Ship,"""2022-11-11T16:30:13.000Z""",1668184213,30-Fishing,21/05/1999,14.9,SH
45,5,11,null,HO5471,0-AllShips,null,94.4,null,null,,null,0,0,null,null,null,94.4,8834421,null,16.988567,60,82.313475,667003426,Hengxing1,15-NotDefined,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-07-12T15:04:41.000Z""",1657638281,7-Cargo,null,null,null
235,20,48,Hyundai Samho Heavy Industries,3FOM5,0-AllShips,Det Norske Veritas,287.8,Singapore,159437,Open Sea,17.1,9.5,11131900,null,Panama,81270,289,9248813,KEPPEL - (EAST SINGAPORE),-35.131488,274,19.8846,353692000,Tjatse,0-Underway(Engine),53400PEXT2,Higo Tankers Pte Ltd,  Unknown,Unknown,Panama,Propeller : Fixed Pitch,null,null,null,9.9,S,In Service/Commission,Crude Oil Tanker,"""2022-11-11T16:34:14.000Z""",1668184454,8-Tanker,01/03/2003,12.5,DH
41,14,16,null,UGBG,0-AllShips,null,96.3,null,null,Alang,null,6.4,3080800,null,null,null,162,7832359,PETROPAVLOVSK,45.642778,104,-10.000505,457900559,Moskovskaya Olimpiad,15-NotDefined,null,null,null,null,null,null,null,null,null,61.4,null,null,null,"""2022-06-15T20:35:38.000Z""",1655325338,30-Fishing,null,null,null
116,12,20,null,D5MO2,0-AllShips,null,285.4,null,null,Chittagong Banglades,null,6,5150000,null,null,null,284,8312655,BALBOA,36.995255,148,126.754275,636017752,Wei Shun,0-Underway(Engine),null,null,null,null,null,null,null,null,null,2.5,null,null,null,"""2021-07-05T10:16:18.000Z""",1625480178,7-Cargo,null,null,null
0,0,0,null,TCB2028,0-AllShips,null,110.1,null,null,,null,0,2460,null,null,null,110.1,0,ISTANBUL,37.263057,0,27.39948,271072630,Kilic 19,0-Underway(Engine),null,null,null,null,null,null,null,null,null,5.7,null,null,null,"""2022-11-11T14:57:58.000Z""",1668178678,30-Fishing,null,null,null
10,5,10,null,,0-AllShips,null,7.6,null,null,,null,0,0,null,null,null,7.6,0,null,-7.898997,20,109.070825,525800371,Maju Abadi 7,15-NotDefined,null,null,null,null,null,null,null,null,null,3.5,null,null,null,"""2020-10-18T23:25:48.000Z""",1603063548,31-Towing,null,null,null
10,1,2,null,WBF4466,0-AllShips,null,222.7,null,null,Egigik Alaska,null,2,0,null,null,null,328,655275000,EVERETT,47.981338,15,-122.174723,367452240,Linda B,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-08-28T19:19:13.000Z""",1661714353,30-Fishing,null,null,null
0,0,0,Dae Sun Shipbuilding & Eng,TJMB06,9-NoInfo,International Register,246.1,Panama,404,,3.649,0,2460,null,Cameroon,474,246.1,0,null,4.756487,0,8.54411,613003545,Ms5812,4-ConstrainedByDraft,K-22/IS/2018,DJ Oriental Shipping Co Ltd SA,  Unknown,Unknown,Kribi,Propeller : Fixed Pitch,null,null,null,1.5,S,In Service/Commission,Fish Carrier,"""2022-11-11T08:14:59.000Z""",1668154499,9-Other,18/02/1987,11,SH
null,null,null,null,null,null,null,62.6,null,null,null,null,null,null,null,null,null,235,null,null,51.8996,null,4.39727,636015608,null,0-Underway(Engine),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2022-08-15T00:55:34.000Z""",1660524934,null,null,null,null
92,12,16,Imai Shipbuilding Co Ltd,UBZH8,0-AllShips,Russian Maritime Register,75.6,Russia,4939,Pusan,7.014,5.7,11120800,null,Russia,4148,68,8603171,PUSAN,35.252828,116,129.624487,273353640,Bikin,0-Underway(Engine),null,Buran Co Ltd,  Unknown,Ingosstrakh Insurance,Vladivostok,Propeller : Fixed Pitch,null,null,null,11.2,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:31:26.000Z""",1668184286,7-Cargo,02/02/1986,15.5,null
5,3,6,Risnes Sonner AS,LNAM,9-NoInfo,null,336.8,Norway,null,Ch 16,null,3.5,7311300,M-255-AV,Norway,102,144.6,0,KRISTIANSUND,63.082433,23,7.567297,257104940,Elisabeth Star,5-Moored,null,Ken Rensefisk AS,Kenfish Holding AS,Unknown,Kristiansand,"Propeller : Yes, Type Unknown",null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:36:44.000Z""",1668184604,7-Cargo,null,10,null
0,1,1,null,YB5503,0-AllShips,null,359.8,null,null,,null,0,0,null,null,null,359.8,0,JAKARTA,-6.021435,0,106.803782,525700120,Starindo Jaya Viii,15-NotDefined,null,null,null,null,null,null,null,null,null,5.7,null,null,null,"""2022-11-06T10:34:45.000Z""",1667730885,30-Fishing,null,null,null
135,8,26,Shikoku Dockyard,9V9353,0-AllShips,Nippon Kaiji Kyokai,106,Singapore,13189,Pa Blb,9.7,8.2,11271700,null,Singapore,14284,108,9438511,TAURANGA,27.154133,163,161.324633,566049000,Cs Trust,0-Underway(Engine),396959,Star Reefers Pool Inc,Grace Ocean Pte Ltd,Japan P&I Club,Singapore,Propeller : Fixed Pitch,null,null,null,18.7,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:08:21.000Z""",1668182901,7-Cargo,27/01/2009,22,null
7,4,8,Patti Shipyard Inc,WAR4210,0-AllShips,null,261.2,United States of America,null,Seattle,null,3.1,9051700,null,United States Of America,148,182,8704822,SEATTLE,47.660137,30,-122.381198,366993790,Kathleen K,5-Moored,914710,Kathleen K Fisheries Inc,Kathleen K Fisheries Inc,Unknown,"Seattle, WA",Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fishing Vessel,"""2022-11-09T15:57:46.000Z""",1668009466,30-Fishing,1987-04-00,12,SH
94,7,16,Kyokuyo Shipyard Corp,3EYH9,0-AllShips,Nippon Kaiji Kyokai,88.2,Japan,5020,Ki Trw,6.914,5.7,11181100,null,Panama,4521,84,9293313,TARAWA ATOLL,2.998993,120,139.557732,374244000,Hikari 1,0-Underway(Engine),4742115A,Kyoei Kaiun Kaisha Ltd,Kyoei Kaiun Kaisha Ltd,Japan P&I Club,Panama,Propeller : Fixed Pitch,null,null,null,15,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:00:31.000Z""",1668182431,7-Cargo,27/05/2003,14.5,null
0,0,0,Sunandar,YEC5821,0-AllShips,null,271.4,Indonesia,null,,null,0,0,null,Indonesia,265,271.4,0,BENOA,-20.027922,0,102.854097,525301809,Golden Tuna 99,15-NotDefined,null,Golden Tuna PT,  Unknown,Unknown,Benoa,Propeller : Fixed Pitch,null,null,null,0.4,S,In Service/Commission,Fish Carrier,"""2022-11-11T14:50:20.000Z""",1668178220,30-Fishing,null,0,null
59,7,13,null,J7CX2,0-AllShips,null,0,null,null,Zhoushan,null,5,1310900,null,null,null,147.9,9677595,ZHOUSHAN,29.98865,79,122.136725,325700000,Haijili,8-Underway(Sailing),null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-03-27T02:30:02.000Z""",1616812202,7-Cargo,null,null,null
6,0,0,Maritime Shipyards Seattle,WDJ5908,0-AllShips,null,278.9,United States of America,null,,null,0,0,null,United States Of America,183,278.9,0,KODIAK,57.781722,19,-152.41681,367792450,Knot Ez,15-NotDefined,270361,Potter C,Knot EZ LLC,Unknown,"Kodiak, AK",Propeller : Fixed Pitch,null,null,null,0.1,S,In Service/Commission,Fishing Vessel,"""2022-07-30T12:39:12.000Z""",1659184752,30-Fishing,null,0,SH
37,15,20,null,A8EJ6,0-AllShips,null,2.6,null,null,Busan,null,5.9,1061230,null,null,null,116,8801802,null,30.47424,140,121.57385,636012261,Frio Olympic,5-Moored,null,null,null,null,null,null,null,null,null,0,null,null,null,"""2021-06-20T12:05:14.000Z""",1624190714,7-Cargo,null,null,null
99,7,20,Honda Saiki,3FTB8,0-AllShips,Nippon Kaiji Kyokai,73.5,Greece,8040,Sg Sin>cn Shd,8.216,8.6,10220800,null,Panama,6973,72,9172703,KEPPEL - (EAST SINGAPORE),36.859358,129,122.494473,353773000,Frio Aegean,0-Underway(Engine),2585098F,Alpha Reefer Transport GmbH,Lavinia Corp,UK P&I,Panama,Propeller : Fixed Pitch,635377310,null,null,1.3,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-04T06:03:27.000Z""",1667541807,7-Cargo,26/05/1998,18,null
14,4,9,Rigas Buvetava,UBAO2,9-NoInfo,Russian Maritime Register,-1,Russia,753,Murmansk,4.75,3.4,11300200,null,Russia,498,239,9220835,MURMANSK,68.945192,40,33.008335,273382220,Bluetrans,5-Moored,null,INARCTICA North-West LLC,Russian Sea Group,Unknown,null,Propeller : Controllable Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-11-11T16:37:58.000Z""",1668184678,7-Cargo,01/03/2000,11,SH
0,0,8,Basaran,TC7181,0-AllShips,null,0,Turkey,null,,null,0,0,null,Turkey,166,168.7,0,POTI,40.921697,23,40.19788,271072836,Eyupoglu Kardesler-3,15-NotDefined,null,Eyupoglu Su Urunleri Turizm,  Unknown,Unknown,Trabzon,Propeller : Fixed Pitch,null,null,null,0,S,In Service/Commission,Fish Carrier,"""2022-04-01T07:34:20.000Z""",1648798460,30-Fishing,null,0,null
20,4,9,null,YB 5589,0-AllShips,null,38,null,null,,null,0,0,null,null,null,38,0,JAKARTA,-5.919055,39,106.928208,525800573,Lautan Samudra 8,15-NotDefined,null,null,null,null,null,null,null,null,null,6.2,null,null,null,"""2022-10-22T21:43:51.000Z""",1666475031,30-Fishing,null,null,null
111,15,22,Korea Shbldg & Eng - Busan,C6FR9,0-AllShips,Registro Italiano Navale,95,Costa Rica,11935,Cris Panama,9.753,7.2,9271300,null,Bahamas,9749,222,8408882,PUERTO CRISTOBAL,9.404817,150,-79.92815,311088000,Tropical Sky,1-AtAnchor,8000371,Tropical Fruit Americas LLC,Dole Food Co,Gard,Nassau                                ,Propeller : Fixed Pitch,431108815,null,null,0,S,In Service/Commission,Refrigerated Cargo Ship,"""2022-11-11T16:40:03.000Z""",1668184803,7-Cargo,01/05/1986,20,null
